name,chembl_id,chembl_max_phase,indication_class,molecular_weight,logP,PSA,H_donors,H_acceptors,rotatable_bonds,SMILES,smiles_source,source,sources,ingredient,earliest_patent_expiry,earliest_exclusivity_date,ema_approved,pmda_approved,nosa_candidate,pubchem_cid,vapor_pressure_mmhg,vapor_pressure_raw,melting_point_c,melting_point_raw,boiling_point_c,boiling_point_raw
CARBIPHENE,CHEMBL2110882,2.0,,430.59,4.60,32.78,0.0,3.0,11.0,CCOC(C(=O)N(C)CCN(C)CCc1ccccc1)(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CETOCYCLINE,CHEMBL2110884,2.0,,411.41,1.27,158.15,5.0,8.0,1.0,CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CIPROSTENE,CHEMBL2110886,2.0,,364.53,4.46,77.76,3.0,3.0,10.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@]2(C)C/C(=C\CCCC(=O)O)C[C@H]12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BUCAINIDE,CHEMBL2110888,2.0,,329.53,4.29,18.84,0.0,2.0,8.0,CCCCCCN1CCN(/C(=N\CC(C)C)c2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BETOXYCAINE,CHEMBL2110889,2.0,,352.48,2.96,74.02,1.0,6.0,13.0,CCCCOc1ccc(C(=O)OCCOCCN(CC)CC)cc1N,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BIETAMIVERINE,CHEMBL2110892,2.0,,318.46,3.10,32.78,0.0,4.0,8.0,CCN(CC)CCOC(=O)C(c1ccccc1)N1CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BROMADOLINE,CHEMBL2110893,2.0,,325.25,3.05,32.34,1.0,2.0,3.0,CN(C)[C@H]1CCCC[C@@H]1NC(=O)c1ccc(Br)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CLOTHIXAMIDE,CHEMBL2110894,2.0,,442.03,4.38,35.58,1.0,4.0,6.0,CNC(=O)CCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BIPHENAMINE,CHEMBL2110895,2.0,,313.40,3.56,49.77,1.0,4.0,7.0,CCN(CC)CCOC(=O)c1cccc(-c2ccccc2)c1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FENYRIPOL,CHEMBL2110896,2.0,,215.26,1.62,58.04,2.0,4.0,4.0,OC(CNc1ncccn1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ETINTIDINE,CHEMBL2110898,2.0,,276.37,0.60,88.89,3.0,4.0,6.0,C#CCN/C(=N\C#N)NCCSCc1nc[nH]c1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIPIPROVERINE,CHEMBL2110899,2.0,,330.47,3.24,32.78,0.0,4.0,6.0,O=C(OCCN1CCCCC1)C(c1ccccc1)N1CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ACLATONIUM,CHEMBL2110902,2.0,,218.27,0.19,52.60,0.0,4.0,5.0,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CYPROLIDOL,CHEMBL2110906,2.0,,301.39,4.12,33.12,1.0,2.0,4.0,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ETOFORMIN,CHEMBL2110907,2.0,,185.28,0.24,86.29,4.0,2.0,4.0,CCCCN/C(=N\CC)NC(=N)N,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FENCLEXONIUM,CHEMBL2110909,2.0,,298.49,5.29,0.00,0.0,0.0,5.0,C[N+]1(CCC(C2=CCCCC2)c2ccccc2)CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BUTOPYRAMMONIUM,CHEMBL2110910,2.0,,288.42,2.85,26.93,0.0,3.0,5.0,CCCC[N+](C)(C)c1c(C)n(C)n(-c2ccccc2)c1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIAMOCAINE,CHEMBL2110911,2.0,,395.59,4.45,27.74,1.0,4.0,11.0,CCN(CC)CCOC1(c2ccccc2)CCN(CCNc2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIHEXYVERINE,CHEMBL2110912,2.0,,321.51,4.55,29.54,0.0,3.0,5.0,O=C(OCCN1CCCCC1)C1(C2CCCCC2)CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIFENOXIMIDE,CHEMBL2110913,2.0,,521.62,4.53,90.71,0.0,6.0,8.0,N#CC(CCN1CCC(C(=O)ON2C(=O)CCC2=O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OCFENTANIL,CHEMBL2110917,2.0,,370.47,3.51,32.78,0.0,3.0,7.0,COCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CYPENAMINE,CHEMBL2110918,2.0,,161.25,2.28,26.02,1.0,1.0,1.0,NC1CCCC1c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ETHOMOXANE,CHEMBL2110919,2.0,,265.35,2.61,39.72,1.0,4.0,7.0,CCCCNCC1COc2cccc(OCC)c2O1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
AMEZINIUM,CHEMBL2110922,2.0,,202.24,0.95,52.02,1.0,3.0,2.0,COc1cc(N)cn[n+]1-c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TOFENACIN,CHEMBL2110923,2.0,,255.36,3.32,21.26,1.0,2.0,6.0,CNCCOC(c1ccccc1)c1ccccc1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DALEDALIN,CHEMBL2110924,2.0,,280.42,4.10,15.27,1.0,2.0,5.0,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ETAFEDRINE,CHEMBL2110926,2.0,,193.29,2.06,23.47,1.0,2.0,4.0,CCN(C)C(C)C(O)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ENTSUFON,CHEMBL2110927,2.0,,402.55,3.70,82.06,1.0,5.0,12.0,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCS(=O)(=O)O)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CLOROPERONE,CHEMBL2110929,2.0,,387.88,5.04,37.38,0.0,3.0,7.0,O=C(CCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FUBROGONIUM,CHEMBL2110930,2.0,,333.25,3.46,39.44,0.0,3.0,7.0,CC[N+](C)(CC)CCC(C)OC(=O)c1ccc(Br)o1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DIFLUANINE,CHEMBL2110931,2.0,,449.59,5.61,18.51,1.0,3.0,10.0,Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FAMOTINE,CHEMBL2110933,2.0,,271.75,3.76,21.59,0.0,2.0,3.0,Clc1ccc(OCC2=NCCc3ccccc32)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
AZANATOR,CHEMBL2110934,2.0,,278.36,3.71,25.36,0.0,3.0,0.0,CN1CCC(=C2c3ccccc3Oc3ncccc32)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
GUANOXYFEN,CHEMBL2110935,2.0,,193.25,0.94,71.13,3.0,2.0,5.0,N=C(N)NCCCOc1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIPRADROL,CHEMBL2110938,2.0,,267.37,3.06,32.26,2.0,2.0,3.0,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
GLICETANILE,CHEMBL2110939,2.0,,489.00,4.32,110.28,2.0,6.0,9.0,COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NELEZAPRINE,CHEMBL2110942,2.0,,300.83,4.08,8.17,0.0,2.0,3.0,CN(C)CC/C=C1\c2cc(Cl)ccc2CCn2cccc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NITRICHOLINE,CHEMBL2110943,2.0,,149.17,-0.10,52.37,0.0,3.0,4.0,C[N+](C)(C)CCO[N+](=O)[O-],chembl,chembl,chembl,,,,False,False,False,,,,,,,
PICUMETEROL,CHEMBL2110947,2.0,,426.39,4.41,80.40,3.0,5.0,13.0,Nc1c(Cl)cc([C@@H](O)CNCCCCCCOCCc2ccccn2)cc1Cl,chembl,chembl,chembl,,,,False,False,False,,,,,,,
POLDINE,CHEMBL2110948,2.0,,340.44,2.70,46.53,1.0,3.0,5.0,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
FLUOTRACEN,CHEMBL2110950,2.0,,347.42,5.64,3.24,0.0,1.0,4.0,CC1c2ccccc2C(CCCN(C)C)c2cc(C(F)(F)F)ccc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OCTRIPTYLINE,CHEMBL2110951,2.0,,275.39,4.31,12.03,1.0,1.0,3.0,CNCCC=C1c2ccccc2C2CC2c2ccccc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
GALDANSETRON,CHEMBL2110952,2.0,,293.37,3.20,50.68,1.0,3.0,2.0,Cc1[nH]cnc1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NANTRADOL,CHEMBL2110953,2.0,,437.58,5.46,67.79,2.0,5.0,7.0,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1[C@@H]1C[C@H](O)CC[C@H]1[C@H](C)N2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NITRAMISOLE,CHEMBL2110956,2.0,,249.29,2.05,58.74,0.0,5.0,2.0,O=[N+]([O-])c1cccc(C2CN3CCSC3=N2)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NEMAZOLINE,CHEMBL2110957,2.0,,244.12,2.12,50.41,2.0,3.0,2.0,Nc1c(Cl)cc(CC2=NCCN2)cc1Cl,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MONALAZONE,CHEMBL2110958,2.0,,235.65,0.82,83.47,2.0,3.0,3.0,O=C(O)c1ccc(S(=O)(=O)NCl)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MIRISETRON,CHEMBL2110961,2.0,,393.53,3.86,54.34,1.0,4.0,3.0,CN1C2CCC1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NEXERIDINE,CHEMBL2110963,2.0,,303.45,3.84,29.54,0.0,3.0,5.0,CC(=O)OC1(C(C)CN(C)C)CCCCC1c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
GUANISOQUIN,CHEMBL2110964,2.0,,254.13,1.70,53.11,2.0,1.0,0.0,N=C(N)N1CCc2ccc(Br)cc2C1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PINOXEPIN,CHEMBL2110968,2.0,,398.93,3.66,35.94,1.0,4.0,5.0,OCCN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIMETINE,CHEMBL2110969,2.0,,246.40,2.50,6.48,0.0,2.0,5.0,CN(C)CCN1CCC(Cc2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PROBICROMIL,CHEMBL2110970,2.0,,344.28,2.25,135.02,2.0,6.0,4.0,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)oc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MENADIOL SULFURIC ACID,CHEMBL2110971,2.0,,334.33,1.51,127.20,2.0,6.0,4.0,Cc1cc(OS(=O)(=O)O)c2ccccc2c1OS(=O)(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MEOBENTINE,CHEMBL2110972,2.0,,207.28,0.99,45.65,2.0,2.0,3.0,C/N=C(/NC)NCc1ccc(OC)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PRODILIDINE,CHEMBL2110974,2.0,,247.34,2.56,29.54,0.0,3.0,3.0,CCC(=O)OC1(c2ccccc2)CCN(C)C1C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MEXRENOATE,CHEMBL2110977,2.0,,418.53,3.51,100.90,2.0,5.0,4.0,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)CCC(=O)O)[C@H]12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIRBENICILLIN,CHEMBL2110979,2.0,,510.58,0.49,164.58,5.0,7.0,8.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)CNC(=N)c3ccncc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MIOFLAZINE,CHEMBL2110980,2.0,,575.49,5.29,78.67,2.0,4.0,10.0,NC(=O)C1CN(CC(=O)Nc2c(Cl)cccc2Cl)CCN1CCCC(c1ccc(F)cc1)c1ccc(F)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
METHIOMEPRAZINE,CHEMBL2110981,2.0,,344.55,5.21,6.48,0.0,4.0,5.0,CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIRANDAMINE,CHEMBL2110982,2.0,,257.38,3.13,12.47,0.0,2.0,3.0,CN(C)CCC1(C)OCCC2=C1Cc1ccccc12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MIMBANE,CHEMBL2110983,2.0,,294.44,4.29,8.17,0.0,2.0,0.0,Cn1c2c(c3ccccc31)CCN1C[C@@H]3CCCC[C@H]3C[C@@H]21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RISOTILIDE,CHEMBL2110984,2.0,,377.53,1.46,95.58,2.0,5.0,9.0,CC(C)NCCN(C(C)C)S(=O)(=O)c1ccc(NS(C)(=O)=O)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PROPIRAM,CHEMBL2110985,2.0,,275.40,2.70,36.44,0.0,3.0,5.0,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIROGLIRIDE,CHEMBL2110986,2.0,,270.38,2.89,31.20,0.0,1.0,1.0,CN1CCC/C1=N\C(=N\c1ccccc1)N1CCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
METOSERPATE,CHEMBL2110987,2.0,,428.53,2.93,73.02,1.0,6.0,4.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC)[C@@H]1OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIRIDOCAINE,CHEMBL2110989,2.0,,248.33,1.96,64.35,2.0,4.0,4.0,Nc1ccccc1C(=O)OCCC1CCCCN1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
GUAIACOLSULFONIC ACID,CHEMBL2110990,2.0,,204.20,0.65,83.83,2.0,4.0,2.0,COc1cc(S(=O)(=O)O)ccc1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIQUIZIL,CHEMBL2110991,2.0,,374.44,2.56,77.02,0.0,7.0,5.0,COc1cc2ncnc(N3CCN(C(=O)OCC(C)C)CC3)c2cc1OC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
METOPON,CHEMBL2110992,2.0,,299.37,2.02,49.77,1.0,4.0,0.0,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MEBEZONIUM,CHEMBL2110994,2.0,,296.54,3.91,0.00,0.0,0.0,4.0,C[N+](C)(C)C1CCC(CC2CCC([N+](C)(C)C)CC2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PIMINODINE,CHEMBL2110995,2.0,,366.50,4.09,41.57,1.0,4.0,8.0,CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OXADIMEDINE,CHEMBL2110998,2.0,,295.39,3.40,32.51,0.0,4.0,6.0,CN(C)CCN(Cc1ccccc1)c1nc2ccccc2o1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PRIDEFINE,CHEMBL2110999,2.0,,263.38,4.21,3.24,0.0,1.0,3.0,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PARANYLINE,CHEMBL2111004,2.0,,296.37,4.54,49.87,2.0,1.0,2.0,N=C(N)c1ccc(C=C2c3ccccc3-c3ccccc32)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIPROPIDIL,CHEMBL2111005,2.0,,353.57,4.88,41.49,2.0,4.0,14.0,CCCCCCCCNCC(O)COc1ccc(SC(C)C)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PRETAMAZIUM,CHEMBL2111006,2.0,,437.63,7.16,7.12,0.0,2.0,6.0,CC[n+]1c(-c2ccc(-c3ccccc3)cc2)csc1/C=C/c1ccc(N2CCCC2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
QUINAZOSIN,CHEMBL2111007,2.0,,329.40,1.54,76.74,1.0,7.0,5.0,C=CCN1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIOPERIDONE,CHEMBL2111010,2.0,,452.62,3.79,61.34,1.0,6.0,9.0,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PENTIZIDONE,CHEMBL2111012,2.0,,184.19,0.34,70.92,2.0,4.0,3.0,CC(=O)/C=C(/C)N[C@@H]1CON=C1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TAMPRAMINE,CHEMBL2111013,2.0,,356.47,4.65,31.73,0.0,4.0,5.0,CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PENTAPIPERIUM,CHEMBL2111014,2.0,,304.45,3.60,26.30,0.0,2.0,5.0,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OXYSONIUM,CHEMBL2111015,2.0,,323.48,2.88,46.53,1.0,3.0,6.0,C[S+](C)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIBEZONIUM,CHEMBL2111016,2.0,,474.72,7.61,24.72,0.0,4.0,8.0,CC[N+](C)(CC)CCSC1=Nc2ccccc2N=C(c2ccc(Sc3ccccc3)cc2)C1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
QUADAZOCINE,CHEMBL2111022,2.0,,383.58,5.24,40.54,1.0,3.0,6.0,CN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2(C)CCC(=O)CCC1CCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NISBUTEROL,CHEMBL2111023,2.0,,401.46,3.26,94.09,2.0,7.0,7.0,COc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(C)=O)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NITRAFUDAM,CHEMBL2111024,2.0,,231.21,2.14,106.15,2.0,4.0,3.0,N=C(N)c1ccc(-c2ccccc2[N+](=O)[O-])o1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PROPENZOLATE,CHEMBL2111025,2.0,,331.46,3.09,49.77,1.0,4.0,4.0,CN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
METHAPHENILENE,CHEMBL2111026,2.0,,260.41,3.32,6.48,0.0,3.0,6.0,CN(C)CCN(Cc1cccs1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PICOTRIN,CHEMBL2111027,2.0,,365.43,5.16,50.19,1.0,2.0,5.0,O=C(O)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NORACYMETHADOL,CHEMBL2111032,2.0,,339.48,4.31,38.33,1.0,3.0,8.0,CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PRINOMIDE,CHEMBL2111033,2.0,,267.29,1.99,74.89,1.0,4.0,4.0,Cn1cccc1C(=O)C(C#N)C(=O)Nc1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
MEMOTINE,CHEMBL2111034,2.0,,267.33,3.12,30.82,0.0,3.0,4.0,COc1ccc(OCC2=NCCc3ccccc32)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NARANOL,CHEMBL2111035,2.0,,283.37,2.66,32.70,1.0,3.0,0.0,CC1CN(C)CC2Cc3c(ccc4ccccc34)OC12O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
OXAMARIN,CHEMBL2111036,2.0,,390.52,3.54,55.15,0.0,6.0,12.0,CCN(CC)CCOc1cc2oc(=O)cc(C)c2cc1OCCN(CC)CC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
RISTIANOL,CHEMBL2111037,2.0,,169.25,1.31,33.12,1.0,3.0,4.0,OCCSCc1ccncc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
THENIUM,CHEMBL2111038,2.0,,262.40,3.40,9.23,0.0,2.0,6.0,C[N+](C)(CCOc1ccccc1)Cc1cccs1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
NEFLUMOZIDE,CHEMBL2111040,2.0,,394.45,3.88,67.06,1.0,5.0,5.0,O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
HEXASONIUM,CHEMBL2111042,2.0,,307.48,3.77,26.30,0.0,2.0,6.0,C[S+](C)CCOC(=O)C(c1ccccc1)C1CCCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TONAZOCINE,CHEMBL2111044,2.0,,357.54,4.85,40.54,1.0,3.0,7.0,CCCCCC(=O)CCC1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PROLINTANE,CHEMBL2111047,2.0,,217.36,3.49,3.24,0.0,1.0,5.0,CCCC(Cc1ccccc1)N1CCCC1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
PENTAMOXANE,CHEMBL2111050,2.0,,235.33,2.46,30.49,1.0,3.0,5.0,CC(C)CCNCC1COc2ccccc2O1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TALSACLIDINE,CHEMBL2111051,2.0,,165.24,0.73,12.47,0.0,2.0,2.0,C#CCO[C@H]1CN2CCC1CC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TRETHINIUM,CHEMBL2111053,2.0,,176.28,2.21,0.00,0.0,0.0,1.0,CC[N+]1(C)CCc2ccccc2C1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIBENELAST,CHEMBL2111055,2.0,,266.32,3.40,55.76,1.0,4.0,5.0,CCOc1cc2cc(C(=O)O)sc2cc1OCC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SULOXIFEN,CHEMBL2111056,2.0,,316.47,3.91,38.66,0.0,3.0,7.0,CCN(CC)CCN=[S+]([O-])(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SUNEPITRON,CHEMBL2111058,2.0,,329.40,0.53,69.64,0.0,6.0,3.0,O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
VERADOLINE,CHEMBL2111059,2.0,,326.44,3.45,47.72,1.0,4.0,5.0,COc1cc2c(cc1OC)C(C)N(CCc1ccc(N)cc1)CC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
THYROMEDAN,CHEMBL2111061,2.0,,735.14,5.73,48.00,0.0,5.0,10.0,CCN(CC)CCOC(=O)Cc1cc(I)c(Oc2ccc(OC)c(I)c2)c(I)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
VERILOPAM,CHEMBL2111062,2.0,,326.44,2.93,47.72,1.0,4.0,5.0,COc1cc2c(cc1OC)CCN(CCc1ccc(N)cc1)CC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ISOTHIPENDYL,CHEMBL2111066,2.0,,285.42,3.63,19.37,0.0,4.0,3.0,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ZOLERTINE,CHEMBL2111068,2.0,,258.33,0.56,60.94,1.0,5.0,4.0,c1ccc(N2CCN(CCc3nnn[nH]3)CC2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SEPERIDOL,CHEMBL2111071,2.0,,443.87,5.44,40.54,1.0,3.0,6.0,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TACLAMINE,CHEMBL2111072,2.0,,289.42,4.46,3.24,0.0,1.0,0.0,c1ccc2c(c1)CCc1cccc3c1C2CN1CCCCC31,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CIPREFADOL,CHEMBL2111073,2.0,,285.43,3.94,23.47,1.0,2.0,3.0,Oc1cccc([C@@]23CCCC[C@H]2CN(CC2CC2)CC3)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TROXONIUM,CHEMBL2111074,2.0,,340.44,2.75,53.99,0.0,5.0,10.0,CC[N+](CC)(CC)CCOC(=O)c1cc(OC)c(OC)c(OC)c1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
HEPTAMINOL,CHEMBL2111076,2.0,,145.25,1.27,46.25,2.0,2.0,4.0,CC(N)CCCC(C)(C)O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
SYMETINE,CHEMBL2111079,2.0,,468.73,7.17,24.94,0.0,4.0,19.0,CCCCCCN(C)Cc1ccc(OCCOc2ccc(CN(C)CCCCCC)cc2)cc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
BEDORADRINE,CHEMBL2111083,2.0,,428.53,1.57,102.26,4.0,6.0,9.0,CN(C)C(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1ccc(O)c(CCO)c1)CC2,chembl,chembl,chembl,,,,False,False,False,,,,,,,
DENIBULIN,CHEMBL2111088,2.0,,385.45,3.18,122.13,4.0,6.0,5.0,COC(=O)Nc1nc2cc(Sc3ccc(NC(=O)[C@H](C)N)cc3)ccc2[nH]1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
