name,chembl_id,chembl_max_phase,indication_class,molecular_weight,logP,PSA,H_donors,H_acceptors,rotatable_bonds,SMILES,smiles_source,source,sources,ingredient,earliest_patent_expiry,earliest_exclusivity_date,ema_approved,pmda_approved,nosa_candidate,pubchem_cid,vapor_pressure_mmhg,vapor_pressure_raw,melting_point_c,melting_point_raw,boiling_point_c,boiling_point_raw
COBALTOUS CHLORIDE,CHEMBL1909055,4.0,,129.84,,,,,,,,chembl,chembl,,,,False,False,False,3032536.0,75.00619999999999,VP: 10 kPa (75 mm Hg) at 818 °C; 100 kPa (750 mm Hg) at 1048 °C,86.11111111111111,"187 °F (USCG, 1999)",1049.0,1049 °C
PIPAMAZINE,CHEMBL1909072,4.0,,401.96,4.53,49.57,1.0,4.0,5.0,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,chembl,chembl,chembl,,,,False,False,False,6761.0,,,,,,
FENCLOZIC ACID,CHEMBL1909282,4.0,,253.71,3.09,50.19,1.0,3.0,3.0,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,chembl,chembl,chembl,,,,False,False,False,28858.0,,,,,,
MEBANAZINE,CHEMBL1909283,4.0,,136.20,1.21,38.05,2.0,2.0,2.0,CC(NN)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,6179.0,,,,,,
NITREFAZOLE,CHEMBL1909285,4.0,,248.20,2.00,104.10,0.0,6.0,3.0,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,chembl,chembl,chembl,,,,False,False,False,71900.0,,,,,,
PHENOXYPROPAZINE,CHEMBL1909286,4.0,,166.22,0.92,47.28,2.0,3.0,4.0,CC(COc1ccccc1)NN,chembl,chembl,chembl,,,,False,False,False,71467.0,,,,,,
TRIACETYLDIPHENOLISATIN,CHEMBL1909288,4.0,,443.46,3.76,89.98,0.0,6.0,4.0,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,chembl,chembl,chembl,,,,False,False,False,29321.0,,,,,,
XENAZOIC ACID,CHEMBL1909289,4.0,,375.42,4.71,75.63,2.0,4.0,8.0,CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,chembl,chembl,chembl,,,,False,False,False,239062.0,,,,,,
PINAVERIUM BROMIDE,CHEMBL1909298,4.0,,591.43,5.29,36.92,0.0,4.0,10.0,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC.[Br-],chembl,chembl,chembl,,,,False,False,False,,,,,,,
ANAGLIPTIN,CHEMBL1929396,4.0,,383.46,0.65,115.42,2.0,7.0,6.0,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,chembl,chembl,chembl,,,,False,False,False,44513473.0,,,,,,
IOFLUPANE,CHEMBL1945778,4.0,,431.29,3.76,29.54,0.0,3.0,5.0,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,chembl,chembl,chembl,,,,False,False,False,10048368.0,,,,,,
REGORAFENIB,CHEMBL1946170,4.0,,482.82,5.69,92.35,3.0,4.0,5.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,chembl,chembl,chembl,REGORAFENIB,2030-06-02,,False,False,False,11167602.0,,,,,,
DIHYDROSTREPTOMYCIN,CHEMBL1950576,4.0,,583.60,-7.95,334.59,15.0,15.0,9.0,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,chembl,chembl,chembl,,,,False,False,False,439369.0,,,,,,
ERAVACYCLINE,CHEMBL1951095,4.0,,558.56,0.29,193.73,6.0,10.0,5.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,chembl,chembl,chembl,ERAVACYCLINE DIHYDROCHLORIDE,2029-08-07,2023-08-27,False,False,False,54726192.0,,,,,,
AVANAFIL,CHEMBL1963681,4.0,,483.96,2.43,125.39,3.0,9.0,9.0,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,chembl,chembl,chembl,AVANAFIL,,,False,False,False,9869929.0,,,,,,
TAFLUPROST,CHEMBL1963683,4.0,,452.54,4.68,75.99,2.0,5.0,12.0,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,chembl,chembl,chembl,TAFLUPROST,2029-05-28,,False,False,False,9868491.0,,,,,100.0,100°C
STREPTOZOCIN,CHEMBL1977579,4.0,,265.22,-3.05,159.76,5.0,8.0,7.0,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,chembl,chembl,chembl,STREPTOZOCIN,,,False,False,False,29327.0,,,115.0,"239 °F (Decomposes) (NTP, 1992)",,
ENTRECTINIB,CHEMBL1983268,4.0,,560.65,5.03,85.52,3.0,6.0,7.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,chembl,chembl,chembl,ENTRECTINIB,2028-07-08,2026-08-15,False,False,False,25141092.0,,,,,,
STIRIPENTOL,CHEMBL1983350,4.0,,234.29,2.84,38.69,1.0,3.0,2.0,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,chembl,chembl,chembl,STIRIPENTOL,,2029-07-14,False,False,False,5311454.0,,,73.0,73-74,,
PIFOXIME,CHEMBL1998966,4.0,,276.34,2.28,62.13,1.0,4.0,4.0,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,chembl,chembl,chembl,,,,False,False,False,35755.0,,,,,,
BELUMOSUDIL,CHEMBL2005186,4.0,,452.52,4.82,104.82,3.0,6.0,7.0,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,chembl,chembl,chembl,BELUMOSUDIL MESYLATE,2033-10-07,2026-07-16,False,False,False,11950170.0,,,,,682.6,682.6±55.0
SELENIOUS ACID,CHEMBL2009089,4.0,,128.97,,,,,,O=[Se](O)O,chembl,chembl,chembl,SELENIOUS ACID,2041-07-01,,False,False,False,1091.0,2.0,"2 mmHg at 59 °F (EPA, 1998)",70.0,"Decomposes at 158 °F (EPA, 1998)",,
IVACAFTOR,CHEMBL2010601,4.0,,392.50,5.08,82.19,3.0,3.0,2.0,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,chembl,chembl,chembl,IVACAFTOR,2026-07-06,2026-04-26,False,False,False,16220172.0,,,212.0,212-215,,
IPRAGLIFLOZIN,CHEMBL2018096,4.0,,404.46,2.15,90.15,4.0,6.0,4.0,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,chembl,chembl,chembl,,,,False,False,False,10453870.0,,,,,,
FOSPROPOFOL DISODIUM,CHEMBL2021422,4.0,,332.24,3.38,75.99,2.0,3.0,6.0,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-].[Na+].[Na+],chembl,chembl,chembl,FOSPROPOFOL DISODIUM,,,False,False,False,3038497.0,,,,,,
MAGNESIUM SULFATE ANHYDROUS,CHEMBL2021423,4.0,,120.37,,,,,,O=S(=O)([O-])[O-].[Mg+2],chembl,chembl,chembl,,,,False,False,False,24083.0,,,1124.0,Decomposes @ 1124 °C,,
HYDROXYSTILBAMIDINE ISETHIONATE,CHEMBL2023895,4.0,,532.60,2.13,119.97,5.0,3.0,4.0,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,chembl,chembl,chembl,HYDROXYSTILBAMIDINE ISETHIONATE,,,False,False,False,10779.0,,,,,,
DACLATASVIR,CHEMBL2023898,4.0,,738.89,6.22,174.64,4.0,8.0,11.0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,chembl,chembl,chembl,DACLATASVIR DIHYDROCHLORIDE,2027-08-08,,False,False,False,25154714.0,,,,,,
CARIPRAZINE HYDROCHLORIDE,CHEMBL2024517,4.0,,463.88,4.34,38.82,1.0,3.0,5.0,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1.Cl,chembl,chembl,chembl,CARIPRAZINE HYDROCHLORIDE,2028-12-16,2028-12-18,False,False,False,25096873.0,,,,,,
AZILSARTAN MEDOXOMIL,CHEMBL2028661,4.0,,568.54,4.71,155.59,1.0,11.0,9.0,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,chembl,chembl,chembl,,,,True,True,False,135409642.0,,,,,,
DABRAFENIB,CHEMBL2028663,4.0,,519.57,5.36,110.86,2.0,7.0,5.0,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,chembl,chembl,chembl,DABRAFENIB MESYLATE,2029-05-04,2026-03-16,True,True,False,44462760.0,,,,,,
FLUDEOXYGLUCOSE F 18,CHEMBL2030434,4.0,,181.15,-2.24,90.15,4.0,5.0,1.0,OC[C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O,chembl,chembl,chembl,,,,False,False,False,68614.0,,,,,,
PACRITINIB,CHEMBL2035187,4.0,,472.59,4.47,67.68,1.0,7.0,4.0,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,chembl,chembl,chembl,PACRITINIB CITRATE,2028-05-05,2027-02-28,False,False,False,46216796.0,,,,,,
CICLESONIDE,CHEMBL2040682,4.0,,540.70,4.70,99.13,1.0,7.0,5.0,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,chembl,chembl,chembl,CICLESONIDE,2028-02-01,,False,False,False,6918155.0,,,,,,
FLUTEMETAMOL F 18,CHEMBL2042122,4.0,,273.32,3.85,45.15,2.0,4.0,2.0,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F],chembl,chembl,chembl,,,,False,False,False,15950376.0,,,,,,
GLASDEGIB,CHEMBL2043437,4.0,,374.45,3.39,96.84,3.0,4.0,3.0,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,chembl,chembl,chembl,GLASDEGIB MALEATE,2028-06-29,,False,False,False,25166913.0,,,,,,
LIFITEGRAST,CHEMBL2048028,4.0,,615.49,4.77,133.99,2.0,6.0,7.0,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,chembl,chembl,chembl,LIFITEGRAST,2026-05-17,,False,False,False,11965427.0,,,,,,
CANAGLIFLOZIN ANHYDROUS,CHEMBL2048484,4.0,,444.52,2.97,90.15,4.0,6.0,5.0,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,chembl,chembl,chembl,,,,False,False,False,24812758.0,,,68.0,68-72,642.9,‎642.9±55.0
METARAMINOL BITARTRATE,CHEMBL2062262,4.0,,317.29,0.77,66.48,3.0,3.0,2.0,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,chembl,chembl,chembl,METARAMINOL BITARTRATE,,,False,False,False,441414.0,,,,,,
PHENYLEPHRINE BITARTRATE,CHEMBL2062264,4.0,,317.29,0.65,52.49,3.0,3.0,3.0,CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,chembl,chembl,chembl,PHENYLEPHRINE BITARTRATE,,,False,False,False,46174134.0,,,,,,
DIHYDROCODEINE BITARTRATE,CHEMBL2062266,4.0,,451.47,1.73,41.93,1.0,4.0,1.0,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341.O=C(O)C(O)C(O)C(=O)O,chembl,chembl,chembl,DIHYDROCODEINE BITARTRATE,,,False,False,False,5492624.0,,,,,,
GRAZOPREVIR ANHYDROUS,CHEMBL2063090,4.0,,766.92,3.30,195.22,3.0,11.0,7.0,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,chembl,chembl,chembl,,,,False,False,False,44603531.0,,,,,,
VONOPRAZAN FUMARATE,CHEMBL2064032,4.0,,461.47,2.65,63.99,1.0,5.0,5.0,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1.O=C(O)/C=C/C(=O)O,chembl,chembl,chembl,VONOPRAZAN FUMARATE,2030-04-10,2026-11-01,False,False,False,45375887.0,,,,,,
CALCIUM METRIZOATE,CHEMBL2068723,4.0,,1293.95,3.14,86.71,2.0,3.0,3.0,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Ca+2],chembl,chembl,chembl,CALCIUM METRIZOATE,,,False,False,False,10418946.0,,,,,,
FLUDEOXYGLUCOSE,CHEMBL2068864,4.0,,182.15,-2.24,90.15,4.0,5.0,1.0,OC[C@H]1OC(O)[C@H](F)[C@@H](O)[C@@H]1O,chembl,chembl,chembl,,,,False,False,False,170049.0,,,,,,
SODIUM GLUCONATE,CHEMBL2068884,4.0,,216.12,,,,,,O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+],chembl,chembl,chembl,SODIUM GLUCONATE,,,False,False,False,23672301.0,,,170.0,170-175 °C,196.0,No boiling point at normal pressure; decomposes at 196-198 °C
VONOPRAZAN,CHEMBL2079130,4.0,,345.40,2.65,63.99,1.0,5.0,5.0,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,chembl,chembl,chembl,,,,False,False,False,15981397.0,,,194.8,194.8°C,,
STANOZOLOL,CHEMBL2079587,4.0,,328.50,4.12,48.91,2.0,2.0,0.0,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,chembl,chembl,chembl,STANOZOLOL,,,False,False,False,25249.0,,,229.8,229.8-242.0 °C,,
CHOLINE C-11,CHEMBL2095207,4.0,,138.63,-0.32,20.23,1.0,1.0,2.0,C[N+](C)([11CH3])CCO.[Cl-],chembl,chembl,chembl,CHOLINE C-11,,,False,False,False,449688.0,,,,,,
COBICISTAT,CHEMBL2095208,4.0,,776.04,6.00,138.02,3.0,10.0,19.0,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,chembl,chembl,chembl,COBICISTAT,2026-08-27,2026-08-22,False,False,False,25151504.0,,,,,,
ICOSAPENT ETHYL,CHEMBL2095209,4.0,,330.51,6.47,26.30,0.0,2.0,14.0,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,chembl,chembl,chembl,ICOSAPENT ETHYL,2027-05-31,,False,False,False,9831415.0,,,,,,
MIRABEGRON,CHEMBL2095212,4.0,,396.52,2.77,100.27,4.0,6.0,9.0,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,chembl,chembl,chembl,MIRABEGRON,2028-10-30,,False,False,False,9865528.0,,,,,,
PRUSSIAN BLUE INSOLUBLE,CHEMBL2096629,4.0,,859.24,,,,,,,,chembl,chembl,,,,False,False,False,2724251.0,,,,,,
CLORAZEPATE DIPOTASSIUM,CHEMBL2096631,4.0,,408.92,2.58,78.76,2.0,3.0,2.0,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],chembl,chembl,chembl,CLORAZEPATE DIPOTASSIUM,,,False,False,False,167305.0,,,,,,
MAGNESIUM TRISILICATE,CHEMBL2096633,4.0,,260.86,,,,,,O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],chembl,chembl,chembl,MAGNESIUM TRISILICATE,,,False,False,False,5311266.0,,,,,,
SODIUM CHROMATE CR 51,CHEMBL2096634,4.0,,160.92,,,,,,,,chembl,chembl,,,,False,False,False,3080662.0,,,,,,
UREA C 14,CHEMBL2096635,4.0,,62.05,-0.98,69.11,2.0,1.0,0.0,N[14C](N)=O,chembl,chembl,chembl,,,,False,False,False,11457650.0,,,,,,
SODIUM PERTECHNETATE TC 99M,CHEMBL2096641,4.0,,185.89,,,,,,,,chembl,chembl,,,,False,False,False,23689036.0,,,,,,
LANTHANUM CARBONATE,CHEMBL2096647,4.0,,457.84,,,,,,,,chembl,chembl,LANTHANUM CARBONATE,2030-12-01,,False,False,False,168924.0,,,,,,
UREA C 13,CHEMBL2096648,4.0,,61.05,-0.98,69.11,2.0,1.0,0.0,N[13C](N)=O,chembl,chembl,chembl,,,,False,False,False,636363.0,,,,,,
SODIUM THIOSULFATE,CHEMBL2096650,4.0,,248.19,-0.32,57.53,2.0,2.0,0.0,O.O.O.O.O.O=S([O-])([O-])=S.[Na+].[Na+],chembl,chembl,chembl,SODIUM THIOSULFATE,2030-02-10,2029-09-20,False,False,False,24477.0,20.0,Vapor pressure at 20 °C: negligible,48.5,48.5 °C,,
MANGAFODIPIR TRISODIUM,CHEMBL2096651,4.0,,755.31,,,,,,,,chembl,chembl,MANGAFODIPIR TRISODIUM,,,False,False,False,160036.0,,,,,,
CYANOCOBALAMIN CO 57,CHEMBL2096655,4.0,,1354.40,,,,,,,,chembl,chembl,,,,False,False,False,122706861.0,,,,,,
TECHNETIUM TC 99M PENTETATE,CHEMBL2096656,4.0,,510.21,,,,,,,,chembl,chembl,,,,False,False,False,166744.0,,,,,,
SAMARIUM SM 153 LEXIDRONAM PENTASODIUM,CHEMBL2096660,4.0,,695.93,,,,,,,,chembl,chembl,,,,False,False,False,9810246.0,,,,,,
NITROPRUSSIDE,CHEMBL2097081,4.0,,215.94,,,,,,,,chembl,chembl,,,,False,False,False,,,,,,,
HYDROXOCOBALAMIN,CHEMBL2103737,4.0,,1346.38,,,,,,,,chembl,chembl,HYDROXOCOBALAMIN,,,False,False,False,44475014.0,2.06e-11,2.06X10-11 mm Hg at 25 °C,200.0,200 °C (decomposes),,
LITHIUM CITRATE,CHEMBL2103738,4.0,,281.98,,,,,,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],chembl,chembl,chembl,LITHIUM CITRATE,,,False,False,False,13520.0,,,,,,
EMEDASTINE DIFUMARATE,CHEMBL2103739,4.0,,534.57,2.21,33.53,0.0,5.0,5.0,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,chembl,chembl,chembl,EMEDASTINE DIFUMARATE,,,False,False,False,5282485.0,,,,,,
GADOXETATE DISODIUM,CHEMBL2103740,4.0,,687.74,,,,,,,,chembl,chembl,GADOXETATE DISODIUM,,,False,False,False,91754427.0,,,,,,
MANGANESE SULFATE,CHEMBL2103742,4.0,,169.02,,,,,,,,chembl,chembl,MANGANESE CHLORIDE,2041-07-01,,False,False,False,24580.0,,,700.0,700 °C,850.0,Decomp @ 850 °C
RACECADOTRIL,CHEMBL2103772,4.0,,385.49,2.98,72.47,1.0,5.0,9.0,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
TIBOLONE,CHEMBL2103774,4.0,,312.45,3.88,37.30,1.0,2.0,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,chembl,chembl,chembl,,,,False,False,False,,,,,,,
AZILSARTAN KAMEDOXOMIL,CHEMBL2103795,4.0,,606.63,4.71,155.59,1.0,11.0,9.0,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+],chembl,chembl,chembl,AZILSARTAN KAMEDOXOMIL,2028-03-26,,False,False,False,23699544.0,,,,,,
COLESTILAN CHLORIDE,CHEMBL2103800,4.0,,,,,,,,,,chembl,chembl,,,,False,False,False,,,,,,,
DAPAGLIFLOZIN PROPANEDIOL,CHEMBL2103802,4.0,,502.99,1.84,99.38,4.0,6.0,6.0,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO.O,chembl,chembl,chembl,,,,False,False,False,24906252.0,,,,,,
TASIMELTEON,CHEMBL2103822,4.0,,245.32,2.25,38.33,1.0,2.0,4.0,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,chembl,chembl,chembl,TASIMELTEON,2033-01-25,2027-12-01,False,False,False,10220503.0,,,,,442.553,442.553°C
DROXIDOPA,CHEMBL2103827,4.0,,213.19,-0.46,124.01,5.0,5.0,3.0,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,chembl,chembl,chembl,DROXIDOPA,,,False,False,False,92974.0,,,,,,
FOSTAMATINIB,CHEMBL2103830,4.0,,580.47,3.09,186.72,4.0,12.0,10.0,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,chembl,chembl,chembl,,,,False,False,False,11671467.0,,,,,,
TAFAMIDIS,CHEMBL2103837,4.0,,308.12,4.50,63.33,1.0,3.0,2.0,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,chembl,chembl,chembl,TAFAMIDIS,2026-12-19,2026-05-03,True,True,False,11001318.0,,,,,,
PIXANTRONE DIMALEATE,CHEMBL2103844,4.0,,557.52,0.60,123.13,4.0,7.0,6.0,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,chembl,chembl,chembl,,,,False,False,False,9937618.0,,,,,,
TELOTRISTAT,CHEMBL2103855,4.0,,546.94,4.51,142.17,3.0,8.0,8.0,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CABOZANTINIB S-MALATE,CHEMBL2103868,4.0,,635.60,5.54,98.78,2.0,6.0,8.0,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,chembl,chembl,chembl,CABOZANTINIB S-MALATE,2026-08-14,2026-01-14,False,False,False,25102846.0,,,,,,
LUMACAFTOR,CHEMBL2103870,4.0,,452.41,4.75,97.75,2.0,5.0,5.0,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,chembl,chembl,chembl,LUMACAFTOR,2026-11-08,2027-12-13,False,False,False,16678941.0,,,,,,
MACITENTAN,CHEMBL2103873,4.0,,588.28,3.57,128.22,2.0,8.0,11.0,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,chembl,chembl,chembl,MACITENTAN,2025-12-05,2027-03-22,False,False,False,16004692.0,,,134.0,134-136°C,,
TRAMETINIB,CHEMBL2103875,4.0,,615.40,3.94,107.13,2.0,8.0,5.0,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,chembl,chembl,chembl,,,,False,False,False,11707110.0,,,,,,
EFINACONAZOLE,CHEMBL2103877,4.0,,348.40,2.48,54.18,1.0,5.0,5.0,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,chembl,chembl,chembl,EFINACONAZOLE,2026-02-22,,False,False,False,489181.0,,,,,,
AVATROMBOPAG,CHEMBL2103883,4.0,,649.67,6.58,101.90,2.0,9.0,7.0,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,chembl,chembl,chembl,AVATROMBOPAG MALEATE,2027-07-28,2026-06-26,False,False,False,9852519.0,,,,,,
LYMECYCLINE,CHEMBL2103929,4.0,,602.64,-0.45,242.98,9.0,12.0,10.0,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CHOLINE SALICYLATE,CHEMBL2104095,4.0,,241.29,,,,,,C[N+](C)(C)CCO.O=C([O-])c1ccccc1O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CYANOCOBALAMIN CO 60,CHEMBL2104118,4.0,,1357.40,,,,,,,,chembl,chembl,,,,False,False,False,123133494.0,,,,,,
KETAZOLAM,CHEMBL2104356,4.0,,368.82,3.28,49.85,0.0,3.0,1.0,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CYANOCOBALAMIN CO 58,CHEMBL2104381,4.0,,1355.40,,,,,,,,chembl,chembl,,,,False,False,False,131635187.0,,,,,,
MOXIDECTIN,CHEMBL2104415,4.0,,639.83,5.73,116.04,2.0,9.0,3.0,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,chembl,chembl,chembl,MOXIDECTIN,,2032-02-07,False,False,False,9832912.0,,,145.0,145-154 ºC,160.0,When found in oily form it is expected to boil at 160 ºC
TRITOQUALINE,CHEMBL2104445,4.0,,500.55,3.64,110.94,1.0,10.0,8.0,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,chembl,chembl,chembl,,,,False,False,False,,,,,,,
ANAGESTONE ACETATE,CHEMBL2104489,4.0,,372.55,5.48,43.37,0.0,3.0,2.0,CC(=O)O[C@]1(C(C)=O)CCC2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C,chembl,chembl,chembl,,,,False,False,False,252301.0,,,,,,
